num,country,description,designation,points,price,province,region1,region2,variety,winery
4046,France,"Firm, dry tannins behind this wine give a hard edge that will need time. The wine is powered by its structure, solid and only just fruity. Wait until at least 2017 to allow more fruitiness to come through, although the wine will likely always be tough.",Château la Rose Bourdieu,85,12.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Producta Vignobles
4047,Argentina,"Berry and cassis aromas turn more saucy with airing. This has a sticky mouthfeel with protruding acids, while flavors of plum and citrus finish short. This is good if you're looking for the basics.",Reserve,85,13.0,Other,Patagonia,,Cabernet Sauvignon,Restivo
4048,US,"Whiffs of clay and fallen leaves lend an earthy tone to this ripe, rich wine. The palate is lush, almost pulpy, with black cherry and plum flavors but brisk acidity and grippy tannins finish taut and tight.",,85,20.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Rooster Hill
4049,France,"This is a simple, fruity wine without great tannic structure. It has attractive berry fruits and a dry core. With its fresh acidity, it will be ready to drink soon.",,85,25.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Aney
4050,US,"This is solidly varietal, with a sleek mix of pear flesh and skin. Some tension created between the phenolic bite and tart acidity carries through into the finish. It suggests that a proper match, with a relatively oily fish perhaps, will bring out its best.",Signature Collection,87,18.0,Oregon,Oregon,Oregon Other,Pinot Gris,King Estate
4051,France,"Dominated by the local Duras grape, this spicy and fruity wine has an intriguing blend of juicy acidity and leathery tannins. It gives a wine that could benefit from aging while also being ready to drink now. Give it the benefit of the doubt and wait until 2016.",Les Gourmands,87,16.0,Southwest France,Gaillac,,Red Blend,L'Enclos des Braves
4052,Spain,"Apple and pear aromas provide a smooth entry to a round, slightly creamy palate. Grapefruit, green-herb, pear and apple flavors lean toward sweet and ripe, while the finish holds onto just enough acidic zest.",,87,12.0,Northern Spain,Rueda,,Verdejo,Los Navales de Martúe
4053,US,"Very deep black plum, smashed red berries, concentrated cola and coffee liqueur aromas entice the nose on this blend of 40% Cabernet Franc, 40% Zinfandel and 20% Grenache. It's very spicy and lively on the palate with an almost biting, explosive acidity. Flavors of espresso and deep red fruits are noticeable.",Aeolus Estate,87,50.0,California,Temecula,South Coast,Red Blend,Gershon Bachus
4054,US,"This has a rather deep red color and a slightly smoky rim. It offers profuse aromas of black cherry and blackberry, medium to full body and a generous texture. It's enjoyable for the fruit flavor, and easy to drink due to the soft texture. The finish is lingering and almost sweet.",Estate Bottled,87,30.0,California,Mendocino Ridge,Mendocino/Lake Counties,Pinot Noir,Greenwood Ridge
4055,US,"You'll taste the 40% new French oak right away, followed by crisp, botanical flavors of lime rind and green apple. It's not a fleshy Chardonnay, instead it's the mineral and botanical flavors that stand out.",Vineyard Select,87,18.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Gresser
4056,US,"Made from Cabernet Sauvignon, Merlot and Petit Verdot, this rosé has a weightiness. It's juicy, bold and dry, with a hue of freshly cut watermelon that follows on the palate, alongside dried cranberry and currant.",,87,20.0,California,Napa Valley,Napa,Rosé,Des Amis
4057,Italy,"Here's a blend of 25% Sangiovese, 25% Cabernet Sauvignon, 25% Merlot and 25% Syrah that opens with aromas of red currant, bell pepper and roasted coffee beans. The medium-bodied, one-dimensional palate offers dried black cherry, black pepper, espresso and a gamy note alongside moderate tannins. Drink through 2016.",D'Vino,87,17.0,Tuscany,Toscana,,Red Blend,Diadema
4058,France,"From the tiny vineyard area of Marcillac in the French mountains on the eastern edge of the southwest region, this tight, fruity wine is a breath of fresh air. It is packed with berry fruits as well as tannins showing that it will age. Red fruits burst out at the end. Marcillac's claim to fame is Fer Servidou, the grape that is not related to Cabernet Sauvignon but has similar aroma and taste traits.",Lo Sang del Païs,87,16.0,Southwest France,Marcillac,,Fer Servadou,Domaine du Cros
4059,France,"This wine combines the best of Chenin Blanc, with its nutty, terroir-driven character, and the round ripeness of Chardonnay. It is fruity and fresh with a smooth texture that is lifted by final acidity.",,87,13.0,Southwest France,Côtes de Gascogne,,Chenin Blanc-Chardonnay,Domaine du Tariquet
4060,US,"Forward and chunky, the fruit has the lightness and freshness of black cherry soda. It's smooth and fresh, though somewhat insubstantial, with a creamy finish and a lick of coffee as it fades.",,87,24.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Et Fille
4061,Italy,"Subdued aromas of black currant, chocolate and a whiff cedar lead the nose of this blend of 30% Cabernet Sauvignon, 30% Cabernet Franc, 30% Merlot and 10% Petit Verdot. On the palate, notes of grilled bell pepper, soy sauce and game accent a core of dried black cherry. It's simple and a bit rustic, with dusty, drying tannins.",,87,30.0,Tuscany,Toscana,,Red Blend,Fattoria di Travalda
4062,US,"There's quite a bit of green on this nose of this blend of 63% Merlot, 24% Cabernet Franc, 10% Cabernet Sauvingnon, 2% Malbec and 1% Petit Verdot, with grilled jalapeño most prevalent. The palate is not very dense though proves dynamic, showing red cherries and elderberries laced with green peppercorns.",Borific,87,48.0,California,Happy Canyon of Santa Barbara,Central Coast,Red Blend,Jamie Slone Wines
4063,Italy,"This 100% Syrah offers aromas of mature black currant, charred earth and a whiff of cedar. The palate delivers dried black cherries, clove, ground pepper and powdered sage alongside raspy tannins that leave a drying, astringent finish.",Marchesale,87,70.0,Tuscany,Toscana,,Syrah,Terre del Marchesato
4064,US,"This is a forward, rather light, chocolaty wine. The berry fruit flavors are swathed in chocolate, and a suggestion of citrus keeps a frame around it.",,87,32.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Van Duzer
4065,US,"A vivid gold color and spice-rack aromas like nutmeg and cardamom add a different twist to this medium-bodied and rather rich-textured wine. Those are probably characteristics from aging with oak, and they enhance the clean, fresh fruit flavors in a good way.",Winemaker's,87,11.0,California,Lodi,Central Valley,Chardonnay,Table No. 7
4066,Italy,"Aromas of bell pepper, red currant and vanilla come together in the glass along with a gamy note. The dense palate delivers dried black cherries, toasted oak, tobacco and licorice. Tightly wound, astringent tannins dry out the finish.",I Campacci,87,25.0,Tuscany,Toscana,,Red Blend,Tenuta di Trecciano
4067,Italy,"Aromas of pencil shavings, black currant and cedar lead the nose of this blend of Cabernet Sauvignon and Merlot. The ripe, forward palate delivers dried cherries, green bell pepper and clove alongside assertive, grippy tannins. Drink soon to capture the remaining fruit richness.",Lippo,87,28.0,Tuscany,Toscana,,Red Blend,Pieve Santo Stefano
4068,Italy,"Made with 85% Merlot blended with varying amounts of Petit Verdot, Sangiovese and Cabernet Sauvignon, this opens with aromas of truffle, underbrush, baked plum and dark cooking spice. The palate delivers licorice, roasted coffee bean and blueberry extract alongside astringent tannins that dry out the palate. While the tannins are still aggressive, the fruit richness is starting to dry out.",Fuochi,87,40.0,Tuscany,Toscana,,Red Blend,Poggioventoso
4069,Italy,"Made entirely with Sangiovese, this fresh wine opens with aromas of black cherry and freshly ground pepper that carry over to the palate along with notes of black raspberry and a hint of orange rind. Racy acidity and supple tannins provide the framework. It's easy-drinking, so enjoy soon.",Locorosso,87,15.0,Tuscany,Toscana,,Sangiovese,Pratesi
4070,US,"Milk chocolate and dark plum combine to nice effect in this majority-Merlot, blended with almost 25% Cabernet Sauvignon. Dry, savory and spicy in cinnamon and clove, the wine is substantially dense and thick on the palate.",Mat Kearney,87,22.0,California,Napa Valley,Napa,Red Blend,Verse & Chorus
4071,Spain,"Zesty cherry aromas are offset by powdery softness and floral hints. This feels solid and correct, with bright acidity. Flavors of red-apple skins and citrus fruits finish direct and clean.",,87,12.0,Northern Spain,Rioja,,Rosado,Viña Eguía
4072,US,"Firm, well-modulated and medium-bodied, this estate-grown wine brings a mix of apple flesh and skin, along with a strong scent of biscuit. and hint of vanilla. Overall it's staunchly varietal, though not especially complex.",Estate,87,30.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Willamette Valley Vineyards
4073,US,"Spicy cranberry/raspberry fruit is at the heart of this bright, quaffable and value-priced wine. There's a light dusting of pepper also, but it's the fresh fruit that stands out.",,87,17.0,Oregon,Oregon,Oregon Other,Pinot Noir,Rainstorm
4074,Chile,"Lime and passion fruit aromas are subtle and appealing. This delivers a fresh, alert palate and crisp, lightly brined flavors of lettuce, apple and cucumber. On the finish, it runs peppery but not overly aggressive.",Reserve,87,10.0,Maule Valley,,,Sauvignon Blanc,Santa Alba
4075,Chile,"Woody aromas of sawdust and maple take over a lightly herbal bouquet. Plum, raspberry and chocolaty oak flavors finish herbal and resiny.",Zardoz,87,25.0,Maipo Valley,,,Cabernet Sauvignon,Indomita
4076,Germany,"Muskateller is a powerhouse Muscat grape, chock full of buoyant stone fruit, melon and floral aromas. It's an unabashedly fruity, flamboyantly forward grape, but this off-dry example is brisk and balanced.",Halbtrocken,87,26.0,Württemberg,,,Muskateller,Grafen Neipperg
4077,France,"This is a bargain-priced blend of Grenache, Syrah, Carignan, Mourvèdre and Cinsault. The flavors are ripe and plummy, accented by hints of garrigue, while the tannins are modest and supple.",Cinq Cépages,87,13.0,Rhône Valley,Côtes du Rhône,,Rhône-style Red Blend,Laudun Chusclan
4078,France,"The varieties in the blend include Grenache Blanc, Roussanne and Viognier. They come together to offer hints of pineapple, pear and citrus. There's a silky texture on the palate, then a clean, crisp finish.",Luna,87,16.0,Rhône Valley,Côtes du Rhône Villages,,Rhône-style White Blend,Laudun Chusclan
4079,Germany,"Plush, ripe apple and apricots are dusted in savory, earthy notes of slate and spice. It's a dancing, delicately framed wine with a balance of soft, sweet fruit and zesty acidity. Drink now.",Piesporter Goldtröpfchen Spätlese,87,17.0,Mosel,,,Riesling,Leonard Kreusch
4080,US,"So easy to enjoy, this mild-tasting but full-bodied wine is fruity in flavor and soft in texture. It has an earthy, savory aroma, generous plum and berry flavors, a mineral influence, light tannins and a lingering finish.",Rous Vineyard Reserve Ancient Vines,89,30.0,California,Lodi,Central Valley,Zinfandel,Ironstone
4081,US,"Subtle honeysuckle, orange and apricot aromas lead to nicely tangy fruit flavors, medium body and good crisp acidity. This is a well-balanced, vibrant and refreshing wine.",Proprietor Grown,89,24.0,California,Marin County,North Coast,Viognier,Kendric Vineyards
4082,US,"Woody in aroma, this is an exceptionally light-bodied, floral and herbal white, marked most by its high-pitched acidity that threatens to veer into extreme territory. Instead, beeswax and white peach figure into the mix, finishing in a refreshing twist of lemon.",Kobler Family Vineyards,89,36.0,California,Russian River Valley,Sonoma,Viognier,Kobler
4083,US,"This densely flavored and full-bodied wine has a very deep, dark color and aromas that suggest oak barrels, nutmeg and cardamom. The palate shows tension between firm tannins and acidity, and carries ripe blackberries, with spicy accents. Drink now through 2020.",Single Vineyard,89,40.0,California,Red Hills Lake County,Mendocino/Lake Counties,Cabernet Sauvignon,Lake and Vine Cellars
4084,France,"With a dominance of Pinot Meunier in the blend, this soft, attractive wine offers apples and crisp citrus, with a light, lively texture. The wine, with its fresh aftertaste, is refreshing and bright.",Brut 204,89,32.0,Champagne,Champagne,,Champagne Blend,Lété-Vautrain
4085,US,"This is certified organic, from one of Oregon's leading vineyards. Somewhat muted in this cool, wet vintage, it's nonetheless a sturdy effort with a potent herbal component. The stiff red fruits conjure up a tart cranberry and cherry mix.",Temperance Hill Vineyard,89,45.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Lumos
4086,Israel,"This wine offers a bouquet of raspberry and smoked meat with a touch of bell pepper. Flavors of black cherry, smoked meat, black pepper and eucalyptus mingle on the palate, with savory notes outweighing fruit. Soft tannins coat the mouth, and ultimately black cherry lingers on the back palate.",French Blend,89,28.0,Galilee,,,Bordeaux-style Red Blend,Or Haganuz
4087,Israel,"Deep ruby in the glass, this wine has a bouquet of black currant, flint and bell pepper. A restrained tannic structure supports flavors of blackberry, damson plum, elderberry, violet and espresso with an added touch of bramble. The finish is marked by a note of fresh summer plum.",Edom,89,40.0,Judean Hills,,,Bordeaux-style Red Blend,Psagot
4088,Argentina,"Boysenberry and exotic notes of all-spice and cardamom set this Malbec apart from the field. In the mouth, this is typically angular, with sharp acidity and not much cushion. A one-note, linear flavor of rooty plum is neither fruity nor dry, while the finish fails to rise or fall; it just hums along on a singular beam of acid. Drink from 2018–2030.",Apartado Gran,89,100.0,Mendoza Province,Mendoza,,Malbec,Rutini
4089,US,"Slightly muted aromatically and on the palate, this sports clean and fresh cherry fruit, with a pleasing suggestion of minerality. The midpalate feels a bit hollow.",Zenith Vineyard,89,36.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Sineann
4090,Italy,"Baking spice, dried flower, dark-skinned berry and a whiff of coconut lead the nose on this straightforward Barolo. The firm palate offers dried black cherry, toast and vanilla alongside firm, tightly knit tannins.",,89,59.0,Piedmont,Barolo,,Nebbiolo,Tenuta Rocca
4091,US,"Rather reserved in aromas for a dessert wine, this allows blackberry, black pepper and mineral notes to emerge with time. The palate is lightly sweet, with ripe blackberry and blueberry-jam flavors, made interesting with a pencil-lead minerality throughout.",Novitiate Late Harvest,89,27.0,California,Chalone,Central Coast,Syrah,Testarossa
4092,Germany,"Sun-ripened mango and pineapple flavors lend a lavish, tropical feel to this off-dry Riesling. At the same time, there's a resolute core of acidity that gives it balance and grace. It's concentrated and fruity but maintains vitality and length.",Bernkastel-Kueser Weisenstein Kabinett,89,21.0,Mosel,,,Riesling,Thanisch
4093,Germany,"Brisk and bright, this delicately framed Pinot Noir offers both elegance and thirst-quenching quaffability. It's fresh and primary, bursting of raspberry and blossom, but finishes suprisingly long with a murmur of feathery tannin. Drink now.",Private Collection,89,13.0,Rheinhessen,,,Pinot Noir,Thomas Schmitt
4094,Spain,"Papaya and stone-fruit aromas are fleshy and a touch green and grassy, giving way to dustiness upon airing. This feels spritzy and good, with a full complement of golden apple, white grape and green plum flavors. Solid, stony and minerally on the finish, with a hint of tropical fruit flavor.",,89,25.0,Northern Spain,Getariako Txakolina,,Hondarrabi Zuri,Txomín Etxaníz
4095,US,"There's a lot of slate minerality on the nose of this bottling, alongside bright and fresh boysenberry fruit and a pine-needle character. The palate is tart with plum skin and grippy tannins, well balanced and also showing just the right amount of barnyard funk.",Thompson Vineyard,89,45.0,California,Santa Barbara County,Central Coast,Syrah,Vie Winery
4096,Spain,"Fresh cherry and plum aromas are a bit scratchy but alert. This feels firm, with bright acidity creating a raw sense on the palate. Plum, berry and a pinch of saltiness make for an authentic flavor profile, while this finishes long and steady. Drink through 2018.",Crianza,89,17.0,Northern Spain,Rioja,,Tempranillo Blend,Viña Otano
4097,Italy,"This linear red offers savory fruit flavors of ripe wild cherry, juicy strawberry, toast, white pepper and a hint of grilled herb. Fine-grained, drying tannins provide support. Drink after 2018.",,89,,Piedmont,Roero,,Nebbiolo,Alberto Oggero
4098,US,"Smoked beef, tart and tangy boysenberry jelly, black rocks and a cigar-box scent power the nose of this wine from an award-winning vineyard. The palate offers ample juicy tang along with chewy tannins, with dark chocolate, black cherry, and black olive enlivening the mouth.",Ascendance Cass Vineyard,89,56.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Ascension Cellars
4099,Italy,"This offer aromas of plum jam, Oriental spice, underbrush and a whiff of blue flower. The lively, approachable palate doles out juicy black cherry, blackberry, white pepper and clove alongside vibrant acidity.",Fontanelle,89,20.0,Piedmont,Barbera d'Alba,,Barbera,Ascheri
4100,US,"Named after a trail in the Grand Canyon, this Napa-made bottling shows Japanese pear and cracked vanilla candy on a complex nose. It offers ample amounts of minerality, from slate to chalk, on the palate, followed by smoked stone fruit in the middle and pencil-lead elements toward the finish.",Courtney's Vineyard,89,40.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Bright Angel WInes
4101,Spain,"Rubbery, earthy aromas of berry fruits, plum and mushroom are solid but nondescript. This feels grabby and pinchy, with herbal, leafy, salty flavors that end with loamy plum and prune notes. Overall, this is big and forceful. Drink through 2019.",Giné Giné,89,27.0,Catalonia,Priorat,,Red Blend,Buil & Giné
4102,Italy,"Rose, violet, wild berry and menthol aromas unfold in the glass. The bracing palate offers dried black cherry, licorice and clove alongside assertive, close-grained tannins that leave a mouth-puckering finish. Drink after 2020.",Luca Riserva,89,,Piedmont,Barbaresco,,Nebbiolo,Carlo Giacosa
4103,France,"A crisp and dry Vouvray, this still has those telltale honey flavors of delicious Chenin. It is rich and dense while also having great acidity and a tight, taut texture that will soften as the wine ages. It can be drunk now for its freshness, but it will be better from 2017.",,89,20.0,Loire Valley,Vouvray,,Chenin Blanc,Clos du Gaimont
4104,Italy,"Mature berry, dark cooking spice and blue flower are some of the aromas that emerge on this firm red. On the palate, ground pepper, clove and licorice accent a black cherry core while brisk acidity provides the racy framework.",Aves,89,30.0,Piedmont,Barbera d'Alba,,Barbera,Comm. G. B. Burlotto
4105,US,"Leather, pencil shavings and cedar provide an edge to this wine. It's otherwise soft and approachable in a mix of blackberry and black cherry, a seasoning of cinnamon and clove providing a pleasant hit of spice on the finish.",,89,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Crossbarn Paul Hobbs
4106,Italy,"Aromas of wild berry, menthol, baking spice and a balsamic note lead the nose. On the tightly wound palate, bracing tannins support raw cherry, anise, tobacco and a hint of coffee alongside firm acidity.",Fossati,89,50.0,Piedmont,Barolo,,Nebbiolo,Dosio
4107,Germany,"Hints of bramble and earth lend savory nuances to sunny yellow peach and melon flavors in this bright vivaciously crisp Kabinett. Off-dry in style, it's balanced by a stream of focused tangerine acidity leading from midpalate through a moderately long finish. Start drinking now.",Bernkasteler alte Badstube am Doctorberg Kabinett,89,28.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
4108,US,"Concentrated rose petals, hibiscus and purple fruits meld with lava-rock aromas, all boosted by a touch of cola and smoke. Tart plum skins and Montgomery cherries play into the complex palate, which also shows turned earth and beef-jerky flavors.",,89,45.0,California,Santa Barbara County,Central Coast,Sangiovese,Feliz Noche
4109,US,"This is 100% varietal, and sports interesting aromas of Provençal herbs. Peppery cranberry fruit is spicy and tart, fading through the midpalate into a lean, but lingering finish.",Estate,89,35.0,Oregon,Rogue Valley,Southern Oregon,Grenache,Folin Cellars
4110,Germany,"Dusty mineral and dried herb notes lend a savory tone to this elegant semisweet Riesling. The palate is intensely fruity, with ripe nectarine and tangerine flavors. It finishes moderately long, with a wet-stone minerality.",Ayler  Kupp Spätlese,89,29.0,Mosel,,,Riesling,Bischöfliche Weingüter Trier
4111,Italy,"Fragrances of apple, pear and citrus carry over to the palate, along with pineapple and banana sensations. It has a fine, persistent perlage and a bone-dry finish.",Vigneti del Fol,89,,Veneto,Prosecco di Valdobbiadene Superiore,,Glera,Bisol
4112,Germany,"Smoke and earth lend a savory tone to fresh apple and lemon aromas on this dry, intensely concentrated Riesling. It's bold and weighty on the palate, but energized by a strike of lemon-lime acidity and soft white peach tones that linger on the finish.",Johannisberg Wallhausen Trocken GG,89,68.0,Nahe,,,Riesling,Prinz Salm
4113,US,"Dark and brooding in savory mushroom yumminess, Paul Hobbs' more affordable Pinot Noir offers dark cherry and spice in good proportion. Concentrated, lush and perfumed it'll accompany a range of foods enjoyably.",,89,35.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Crossbarn by Paul Hobbs
4114,Italy,"This full-bodied white leads with delicate aromas of lychee, Spanish broom and golden apples. The juicy, round palate delivers pear, apple and hints of baking spice brightened by fresh acidity that gives a clean, persistent finish.",Vial,89,25.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Kellerei Kaltern Caldaro
4115,Italy,"A supple, medium-bodied white, it conveys aromas of stone fruit, pine apple and banana. The juicy, round palate offers sweet peach, green apple, zesty citrus and a mineral note alongside crisp acidity.",,89,19.0,Lombardy,Lugana,,Turbiana,Ottella
4116,Italy,"This savory wine opens with concentrated aromas of exotic fruit and green apples. The bright, juicy palate offers yellow peach, lemon zest and cantaloupe as well as crisp acidity. It closes on a note of bitter almond.",Terecrea,89,18.0,Lombardy,Lugana,,Turbiana,Pilandro
4117,Germany,"A delicate dusting mineral accents notes of pressed apples, wildflowers and peach on this dry but intensely fruity Riesling. Tart tangerine and pineapple flavors add a vivacious tartness that lingers long on the finish.",Vom Binger Bergrücken Ortswein Trocken,89,40.0,Rheinhessen,,,Riesling,Prinz Salm
4118,US,"Young and snappy with crisp green apple fruit flavors, this racy and nicely textured Pinot Gris shows excellent balance, concentration and length. Delicious now and should improve through 2017.",,89,16.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Sweet Cheeks
4119,France,"There is no mistaking the purple chequered bottle of this wine. In its just off-dry character, it retains a light crispness, fresh apples and a soft, fruity feel. An attractive tang at the end makes it a good apéritif.",Nocturne Sec,89,82.0,Champagne,Champagne,,Champagne Blend,Taittinger
4120,US,"In this 2012 reserve, the fruit is sourced entirely from the Black Family estate vineyard. It's got medium concentration with cherry fruit the focus, enhanced with flavors of cola and truffle. Still quite young, the wine feels slightly disjointed; a second bottle was similar. Give this one additional bottle age.",Dundee Hills Reserve,89,45.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Four Graces
4121,US,"This is a big, tough, tight and somewhat puzzling Pinot Noir. It's bone dry, moderate in alcohol and tart in acidity, with sour red cherry, cranberry, Dr. Pepper cola and new French oak flavors. It's hard and rude right now, although its inherent elegance shines through. The question is ageability. Give it until 2018 and see what it's doing.",Chileno Valley Vineyard,89,44.0,California,Marin County,North Coast,Pinot Noir,Couloir
4122,France,"A structured wine, it has the weight and the firm tannins to give it aging potential. Black cherries, dark fruits and juicy acidity are paired with the drier tannic structure, amking for a smooth and rich wine. Drink from 2016.",Clos Blanc Premier Cru,89,62.0,Burgundy,Pommard,,Pinot Noir,Domaine A. Machard de Gramont
4123,France,"This is the third wine of classed growth Château Grand-Puy-Lacoste, a charming offspring of the more serious grand vin. It shows lively black fruits, touches of wood and balanced acidity. It's a wine to drink young and fruity, so open from 2016.",,89,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Domaine de Saint-Guirons
4124,Italy,"This opens with intense floral aromas that recall white roses, lemon zest and apricot. The linear, vibrant palate offers pink grapefruit, white peach and a flint note alongside crisp acidity that leaves a refreshing finish. Oliver McCrum, T. Edward Wines.",Rifall,89,21.0,Northeastern Italy,Alto Adige,,Riesling,Erste Neue
4125,US,"Another fine example of Bechthold's dry-farmed, old, gnarled-vine beauty in a glass, this wine is light in color and high-toned in cherry and rhubarb fruit. Buoyed by acidity, the finish offers just a light seasoning of pepper.",Bechthold Vineyard,89,24.0,California,Lodi,Central Valley,Cinsault,Estate Crush
4126,US,"The vineyard is on Westside Road, in the warmer part of the valley. The wine is gentle, balanced and immediately likeable for its array of raspberries, cherries and cola. Heat from alcohol makes it a little ungainly, and may limit ageability. Drink through 2019.",Mercedes Riverblock,89,58.0,California,Russian River Valley,Sonoma,Pinot Noir,Gracianna
4127,Portugal,"This is a well-balanced blend of Aragonez, Trincadeira and Syrah. With its straight line in black fruits, dark tannins and lively acidity, it shows a fine structure and a good future. Touches of leather, chocolate and the wood aging all add interest. Drink from 2017.",Pimenta Preta,89,12.0,Alentejano,,,Portuguese Red,Herdade de São Miguel
4128,US,"Good for Burgess for holding this Syrah back for a little while. It's beginning to soften, just barely. The tannins are still strong, but you can taste those bright blackberries and cherries starting to show meaty hints of wild grilled portobello mushrooms. It will drink well in late 2014 with hearty roasts and stews.",,89,30.0,California,Napa Valley,Napa,Syrah,Burgess
4129,Italy,"Aromas of freshly cut flowers, green apple, lime and white peach leap from the glass. The creamy texture is brightened by lively acidity. It's simple but well executed.",,89,15.0,Northeastern Italy,Alto Adige,,Pinot Grigio,Cantina Produttori Cortaccia
4130,Italy,"This full-bodied Pinot Grigio opens with aromas of tropical fruit, melon and stone fruit. The concentrated palate delvers yellow peach, mature pear and juicy pineapple alongside notes of aromatic herbs.",,89,22.0,Northeastern Italy,Alto Adige,,Pinot Grigio,Cantina Terlano
4131,Italy,"A blend of Sangiovese and Malvasia, this wine conveys aromas of espresso, roasted coffee bean, black fruit and mint. The palate offers oak, vanilla, toast, coffee, black cherry, black pepper and grilled balsamic herbs. It's soft and already accessible. Drink now through 2019.",I Sodi di San Niccolò,89,70.0,Tuscany,Toscana,,Red Blend,Castellare di Castellina
4132,France,"Boyd Cantenac's second wine is a soft and plump. It has ripe tannins and a generous texture, along with a gentle structure and good depth of flavor. The black fruits are already well integrated with the tannins to give a rich and juicy wine. Drink from 2016.",Jacques Boyd,89,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Boyd-Cantenac
4133,Chile,"Prickly aromas of herbal fruits, tar and hard spices turn more jammy and wayward with airing. This feels on the heavy and chunky side, while flavors of green herbs, olive, buttery oak and mossy black fruits finish with a high percentage of body fat versus lean muscle.",Chaski,89,40.0,Maipo Valley,,,Petit Verdot,Viña Pérez Cruz
4134,Germany,"Ripe bramble notes accent pristine raspberry and cherry notes in this bright, remarkably juicy Spätburgunder. It's zippy and fresh on the palate, with a spray of cranberry flavor that wraps up nicely in a coat of velvet tannins on the finish.",Malterdinger Bienenberg R GG Erste Lage,89,110.0,Baden,,,Spätburgunder,Huber
4135,Germany,"Smoke and crushed mineral notes, along with a lean, herbal tone, make this off-dry Riesling especially elegant and savory in style. Lime zest and lemon flavors fill the mouth with vital energy. It finishes moderately long, on a juicy tangerine note.",Essence,89,13.0,Mosel,,,Riesling,S.A. Prüm
4136,Germany,"Initial notes of earth and dust blow off with aeration to reveal pretty white floral and peach aromas. Off dry in style, the palate is concentrated with ripe honeydew flavor against a backdrop of steely, linear acidity.",,89,11.0,Pfalz,,,Riesling,Clear Night
4137,Portugal,"A strongly wood-aged wine, it is packed with toast and vanilla, but has a hard time remembering the fruit. At the moment, the wine has weight, the lightest hints of ripe tropical flavors and acidity. It needs more aging to broaden out and allow the fruit to sing. Drink from 2016.",Casa de Santar Condessa de Santar,89,,Dão,,,Portuguese White,Dão Sul
4138,France,There is as much fruit as structure in this wine. Ripe red fruits are supported by solid tannins while pushing out fragrant acidity. It has structure while also allowing room for final fruitiness.,Vieilles Vignes,89,100.0,Burgundy,Nuits-St.-Georges,,Pinot Noir,Domaine de Bellene
4139,France,"A smooth and rounded wine, it has ripe plum and spice flavors to go with soft tannins. A smoky character, juicy fruit and acidity show an open, friendly aftertaste.",Le Beauregard Premier Cru,89,31.0,Burgundy,Santenay,,Pinot Noir,Domaine Vincent Girardin
4140,US,"This is a transition vintage, in which Alex Sokol Blosser has taken over the principal winemaker duties. This is a delicate, well-structured effort, showing an aromatic mix of cherry blossoms, clove and orange peel notes. Refined raspberry and cherry fruit carries a streak of tarragon, and finishes just slightly bitter.",Dundee Hills,89,38.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Sokol Blosser
4141,US,"Whole-cluster pressed and barrel fermented, this is a deep gold, and opens powerfully with scents of buttered fruit and nuts. It's rich and creamy, showing toast and other barrel tones ahead of any specific fruit. Drink now through 2018.",,89,38.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Sokol Blosser
4142,Italy,"Aromas of Spanish broom, acacia and oak lead the nose. The vibrant palate offers yellow apple, citrus, toasted hazel nut and mineral alongside lively acidity.",Santo Spirito Bianco,89,36.0,Sicily & Sardinia,Etna,,Carricante,Tenuta delle Terre Nere
4143,France,"Some flinty notes precede earthier, ripe apple notes that also spread across the palate. There is a textured mouthfeel, while a clean seam of lemon crispness counters the earthy fruit. Texture and freshness linger pleasantly.",Rosenberg,89,26.0,Alsace,Alsace,,Pinot Blanc,Domaine Barmès-Buecher
4144,France,"This is a ripe, jammy wine with red plum and sweet strawberry fruits that are cut by both the acidity and the toasty tannins. Although ripe, the wine offers attractive juicy freshness. The aftertaste brings out more of the tannins.",La Montagne,89,,Burgundy,Marsannay,,Pinot Noir,Domaine Bart
4145,France,"What appears as apply, plummy fruit on the nose gains ample spice on the palate. Fermented and aged in used barriques, this wine has an unusual style that really demands food. It's fresh and fruity but with added roundness from wood.",Barriques,89,27.0,Alsace,Alsace,,Pinot Blanc,Domaine Ostertag
