num,country,description,designation,points,price,province,region1,region2,variety,winery
290,France,"Still firm and closed, this is a structured wine, solidly tannic with just hints of fruit. It has a dry feel to it, firm, the acidity and red fruits coming through the leathery, dark texture. The wine needs aging, so drink from 2017.",,91,100.0,Burgundy,Clos de Vougeot,,Pinot Noir,Evening Land
291,Portugal,"Violets, truffles and ripe black fruits are present in this structured wine. It has almost too much richness, but there is plenty to admire. Solid tannins, a dark, heavy texture and complex acidity all show aging potential. Drink from 2018.",,91,18.0,Alentejano,,,Touriga Nacional,Herdade de São Miguel
292,US,"Sourced from the Chalice (estate) vineyard, this aromatic and seductive wine presents a compelling mix of tree fruits, racy acidity, and a rich, textural, open mouthfeel. The flavors of pears, orange peel and snappy spices linger deliciously through a long finish.",,91,16.0,Oregon,Oregon,Oregon Other,Pinot Gris,Iris Vineyards
293,US,"This is a gigantic Syrah, a tsunami of blackberry jam and milk chocolate, with headier notes of cassis liqueur and toasty buttered oak. That sounds sweet, but the wine is thoroughly dry. The tannins are thick, but finely ground and negotiable now. It might last in the bottle for many years, but there's no point in aging it. Enjoy now with elaborate roasts and stews.",Kruse Vineyards,91,42.0,California,Paso Robles,Central Coast,Syrah,Jack Creek
294,France,"A ripe, wood-aged wine, it's richly smoky and fruity at the same time. The blend brings out honey, ripe apricots and peach. Acidity cuts through at the end to give a final, delicious lift. Drink now, but best wait until 2015.",Cami Salié,91,,Southwest France,Jurançon Sec,,Gros and Petit Manseng,Lionel Osmin & Cie
295,US,"The hue is an elegant peach just starting to blush with pink. The wine is entirely dry, with low alcohol framing intricate flavors of peaches, limes and vanilla, brightened by crisp acidity.",Rosé of,91,20.0,California,Napa Valley,Napa,Pinot Noir,Brick & Mortar
296,Italy,"A savory Sauvignon with intensity and balance, it has aromas of cantaloupe and crushed tomato vine. The vibrant palate offers juicy green melon, pineapple and citrus together with a mineral note. Fresh acidity leaves a clean, crisp finish.",Prail,91,25.0,Northeastern Italy,Alto Adige,,Sauvignon,Colterenzio
297,Italy,"This savory Pinot Grigio has a little weight on it thanks to grape selection and 20% aging in large barrels. It delivers classic Granny Smith apple, Bartlett pear, nutmeg and flint in a creamy texture brightened by fresh acidity.",Puiten,91,23.0,Northeastern Italy,Alto Adige,,Pinot Grigio,Colterenzio
298,US,"With a light, silky mouthfeel and mouthwatering acidity, this Pinot satisfies for its rich array of raspberries, cherries, spices, cola and smoky oak. It defines the Carneros style: tart, a little earthy and ageworthy. Drink now–2019.",Estate Grown,91,38.0,California,Carneros,Napa-Sonoma,Pinot Noir,Cuvaison
299,US,"De Loach continues to impress with this Lake County vineyard-designate, a well-balanced Zin with plenty of density amid its brick tar and brambly blackberry fruit. With leveled acidity along with plenty of power, it'll both age and be pleasing to drink now, with smoky meats.",Nova Vineyard,91,32.0,California,Clear Lake,Mendocino/Lake Counties,Zinfandel,De Loach
300,US,"This standout Rocks District wine brings earth shaking aromas of black-olive brine, tapenade, green olive, stargazer lilies, orange peel and crushed gravel. The smoked meat, charcuterie and blue-fruit flavors don't hold back, bringing a lovely sense of texture and detail. It's an intense wine that completely demands your attention.",The Funk Estate,94,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Saviah
301,US,"Entirely estate grown from dry-farmed grapes, this white sparkles with waxy apricot and pear flavors and crisp, underlying mineral stoniness. Dry, with refreshing acidity, it doesn't skimp on mouthfeel, delivering a viscosity that's invitingly complex and lingering.",Estate Bottled,94,30.0,California,Napa Valley,Napa,Riesling,Smith-Madrone
302,Italy,"This complex and fragrant wine opens with dried violet, black plum and cooking spice aromas. The smooth, well-structured palate doles out blackberry jam, pipe tobacco, ripe black cherry, nutmeg and licorice flavors. Velvety tannins provide elegant support. Drink through 2027.",Vigneto Monte Sant'Urbano,94,85.0,Veneto,Amarone della Valpolicella Classico,,Red Blend,Speri
303,US,"From a combination of dry-farmed estate fruit and grapes sourced in Carneros, this lovely white is fermented in stainless steel, which coaxes a seamless, light-bodied crispness on the palate. Exotic white peach and briny stone highlight a heady aromatic thread of honeysuckle, ginger and wild vanilla.",White,94,30.0,California,Napa Valley,Napa,Riesling,Stony Hill
304,US,"Winemaker Bill Brosseau hits a single vineyard home run with this bottling from one of the Central Coast's oldest sites. It shows exotic plum, tangy cranberry, pine needle, juniper and pencil shaving scents on the nose. The palate is steeped in mulberry, marjoram and curry-like Indian spices, proving dynamic and delicious in the most compelling ways.",Sierra Madre Vineyard,94,65.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Testarossa
305,New Zealand,"Yields were down in 2015, but intensity is up, giving this medium-bodied, silky wine the potential to drink well through at least 2025. Hickory smoke outlines white peach before ending in a long flurry of lime zest.",Maté's Vineyard,94,57.0,Kumeu,,,Chardonnay,Kumeu River
306,US,"The estate's 13 acres were first planted in 1999. This lovely wine expresses itself with perfectly ripened black-cherry fruit, a dash of cola, and an underpinning of clean earth, complemented with a touch of mineral. The finish is superb.",Bergström Vineyard,94,90.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Bergström
307,US,"Consistently outstanding Pinot Noir producer Black Kite has done it again. This bottling comes together in a seamless symphony of aromas and flavors. Ripe fruit, subtly spicy oak and forest floor notes fill the glass. Its opulent texture unfolds into layers of baking spice, earthiness, and red and black cherry fruit, with a long, complex finish.",Angel Hawk,94,85.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Black Kite
308,US,"Powerful tannin meets subdued fruit in this layered, youthful wine. Concentrated and focused, with rose petal, sage and wild strawberry notes, it holds back teasingly before slowly unraveling to reveal velvety texture and corpulent weight.",King Ridge Vineyard Hirsch Selection,94,70.0,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Blue Farm
309,US,"There is a darker fruit spectrum evident in the reserve, with notes of coffee, smoke, black fruits, a touch of charred wood all worked through, and without damping the core fruit flavors. Those bright flavors spotlight raspberry, plum and black cherry. A light cola flavor pokes through, with ripe tannins and proportionate acids. The barrel treatment is beautifully applied, adding sweet spice to the finish.",Evenstad Reserve,94,70.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Domaine Serene
310,US,"From the famous site on Westside Road outside of Healdsburg, this bold red shows orange, dark cherry and pungent earth scents, remaining savory at its core. Medium-bodied and balanced with acidity, it takes on a meaty persona seasoned with pepper, clove and black tea.",Bacigalupi Vineyard,94,60.0,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
311,Italy,"Elegant and savory, this vibrant white offers enticing Spanish broom, yellow stone fruit, wet stone and crushed thyme aromas. The vibrant, ethereal palate carries subtle, tantalizing layers of yellow peach, tangy tangerine, lemon drop and pineapple with lively acidity. A graphite note closes the lingering finish. Too elegant for some palates, it shows impressive balance and depth, despite the cool, wet vintage.",Contrada Salvarenza Vecchie Vigne,94,38.0,Veneto,Soave Classico,,Garganega,Gini
312,Italy,"Hands down one of Italy's best whites, this boasts alluring white flower and yellow stone fruit scents. The enveloping, delicious palate delivers white peach, mature pear, ginger and lemon drop flavors. Fresh acidity brightens the creamy flavors while a mineral note energizes the finish.",La Froscà,94,29.0,Veneto,Soave Classico,,Garganega,Gini
313,US,"This impressive 100% varietal wine shows focused red fruit, a tropical edge of coconut and firm, structured tannin. Sage, cedar, tobacco and black pepper notes provide a sultry, savory counterpoint to the fruit, balanced with moderate acidity. Enjoy 2023–2033.",Outer Limits,94,155.0,California,Napa Valley,Napa,Cabernet Sauvignon,Parallel
314,US,"This gorgeous wine deftly integrates a lively mix of currant, cherry, breakfast tea and dried leaves into a seamless and seductive whole. Produced from vines dating back to the early 1970s, it finishes with a delicious streak of milk chocolate. Drink now through 2030.",Durant Vineyard Bishop Block,94,48.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Patricia Green Cellars
315,US,"From a prime site relatively high in elevation for the appellation, this wine shows beautiful, crisp acidity, as robust layers of mountain raspberry, blackberry and coffee flavor vie for attention. Full bodied and densely structured, it unfurls in wisps of black licorice and clove on the lengthy finish.",Godspeed,94,95.0,California,Mount Veeder,Napa,Cabernet Sauvignon,Sbragia
316,US,"This pretty, floral wine made entirely from Chardonnay grapes from this site is both creamy and crisp. It offers impressive length, acidity and stoniness, accenting its focused green apple flavor. As it opens, it takes on a richer honey-like tone that adds further complexity and deliciousness.",Tognetti Vineyard Brut,94,80.0,California,Carneros,Napa-Sonoma,Sparkling Blend,Schramsberg
317,US,"Intensely aromatic, yet big and even chunky in the mouth, this young wine remains compressed and hard-edged. Give it ample aeration, and cranberry, blackberry and black cherry fruits come alive. Dense with fruit and detailed with wet stone minerality, this should be cellared a few years, and consumed from 2020 to 2030.",Ribbon Ridge Estate,94,49.0,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Trisaetum
318,France,"The wine comes from the grand showpiece estate of Madiran. A blend that is dominated by Tannat produces a wine that is still so young. Bold fruits and firm tannins are right to the fore, along with acidity and a strong mineral texture. It's a powerful and impressive wine that also manages elegance as well. The wine will take several more years to soften. Drink from 2020.",Château Montus,94,35.0,Southwest France,Madiran,,Tannat-Cabernet,Vignobles Brumont
319,US,"The aromas pop, with notes of orange peel, ember, cured meat, black olive and wet stone, with purple fruit lurking in the background. The palate is surprisingly fruit forward, with plum and savory flavors that coat the palate from end to end. The finish glides for a full 30 seconds.",Old Stones,94,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Waters
320,France,"This is a wine that is beginning to show some fine maturity. There are ripe fruits still very present, but they are matched by the secondary flavors, spice and warm tannins along with the classic herbal character of Mourvèdre. The wine is produced from organically grown grapes, giving purity as well as some serious structure in the background. Drink from 2018.",La Bégude,94,44.0,Provence,Bandol,,Provence red blend,Domaine de la Bégude
321,Spain,"Spicy yet sweet aromas of sarsaparilla root, saddle leather and earthy berry fruits precede a rich dense palate. This tastes of dark cherry and berry fruit, with an herbal shading adding complexity. Chocolaty oak takes hold on a solid long finish. Drink through 2024.",QP,94,68.0,Northern Spain,Rioja,,Tempranillo Blend,Bodega Classica
322,France,"This is one of the classics among Provence rosés. Produced from organically grown grapes and coming from an impressive red-wine producing estate east of Aix-en-Provence, the wine is structured and ageworthy with its blend that includes Cabernet Sauvignon. Rich and full of red fruits, the wine should be drunk from late 2017.",,94,20.0,Provence,Coteaux d'Aix-en-Provence,,Rosé,Château Vignelaure
323,Spain,"Ripe pure black-fruit aromas are touched up by notes of malty chocolate and mocha. This is proportionally big, with cheek-grabbing tannins, but it's not overly hard or unbalanced— just the opposite. Flavors of mocha, coffee, hazelnut and ripe berry fruits finish flush, dense and firm, with toasty notes and powerful but controlled residual tannins. Drink through 2030.",Prestigio Pago de las Solanas,94,,Northern Spain,Ribera del Duero,,Red Blend,Matarromera
324,US,"This single-vineyard estate wine is made by Nils Venge and Tom Rinaldi, who have somehow managed to capture quiet elegance and powerful fruit at the same time. Red-fruit driven, it's round and rich, with moderate tannin and cassis, clove and black pepper highlights.",Pellet Vineyard,94,95.0,California,Napa Valley,Napa,Cabernet Sauvignon,Pellet Estate
325,France,"This is an impressively rich, still very young wine. Dominated by Bandol's own Mourvèdre grape, it is dense and concentrated. Spice and dark red fruits are shot through with a wonderful herbal character that conjures the southern warmth. The wine is still just setting out and will not be ready to drink before 2019.",La Bégude,94,44.0,Provence,Bandol,,Provence red blend,Domaine de la Bégude
326,Argentina,"Open-grain oak aromas are out front, followed by sweeter scents of marzipan, prune and chocolate. A full, tannic palate is deep and dense, while toasty blackened flavors of cassis and blackberry finish with notes of mocha, chocolate and pepper. This is a bit rough and tannic, so cellaring will help it calm down. Drink through 2023.",Alta Barrancas Vineyards,94,50.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Pascual Toso
327,France,"This is a serious wine with a lighter brighter side. Its wood aging adds spice to the ripe red fruits and brings out the concentration and intensity. It is, in its way, an unexpected side of Provence rosé, emphasizing richness and complexity. But it all comes together: a fine wine that, after a year of aging, is ready to drink.",Garrus,94,100.0,Provence,Côtes de Provence,,Rosé,Château d'Esclans
328,France,"From old vines in a tree-enclosed vineyard on the third terrace above the River Lot, this wine forms part of a range of wines featuring the soils and terraces of the Cahors vineyard. Named in homage to Marguerite de Massaut, a 16th-century owner of the estate, the wine is aged in new wood that gives it a minty character. That is balanced by the rich black-plum and truffle flavor and the intense acidity. The wine needs to age, so drink from 2021.",Cuvée Marguerite Massaut,94,70.0,Southwest France,Cahors,,Malbec,Château Lagrézette
329,US,"Polished in every way, this brings an enticing potpourri of almond paste, apple and white pepper. Wild yeast fermentation in oak (30% new) marries complex components in perfect precise balance. As with all the Ponzi 2014 Chardonnays, the acids are bright but not biting, and the wines are built for both near-term enjoyment and medium-term aging.",Aurora Vineyard,94,63.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ponzi
330,Italy,"Scents of woodland berry, rose petal, grilled herb, anisette and a balsamic note emerge on this firmly structured wine. On the robust palate, white pepper, licorice, sage and a hint of toast weave through the black cherry core. You'll also detect the warmth of alcohol on the close. Drink 2018–2028.",Monvigliero,91,75.0,Piedmont,Barolo,,Nebbiolo,Fratelli Alessandria
331,Germany,"Juicy, sun-kissed grapefruits and apple blossoms explode from this buoyantly fresh, off-dry Kabinett. Invigorating acidity lends backbone and a steely focus that resonates long on the finish. It's beautiful now, but should hold nicely, and perhaps improve, through 2020.",Graacher Himmelreich Kabinett,91,23.0,Mosel,,,Riesling,Friedrich-Wilhelm-Gymnasium
332,US,"Dense, rich red fruit belies an elegant wine that finds balance despite the concentration of vanilla and berry. Soft, approachable and integrated tannin and oak let the whole exist as one, instead of separate parts. This shows off the appellation's mountain fruit and rocky minerality.",Latro,91,50.0,California,Knights Valley,Sonoma,Cabernet Sauvignon,Galerie
333,Spain,"Lightly leesy aromas of vanilla cookie are offset by crisp minerally apple and stone-fruit scents. This is pure and lifted by fine acidity, while flavors of apple, pineapple and lemon-lime end fresh, with a distant note of citrus pith. Drink immediately.",Etiqueta Ambar,91,22.0,Galicia,Rías Baixas,,Albariño,Granbazán
334,US,"From the Lovall Valley section of the Napa Valley quite near Sonoma, this lovely wine is awash in tropical mango, with lilts of pear and vanilla. Creamy, it's made in a fuller-bodied style but never gets ridiculous, instead offering balance and elegance, finishing with a squeeze of grapefruit.",Grieve Family Vineyard,91,45.0,California,Napa Valley,Napa,Sauvignon Blanc,Grieve
335,Portugal,"The top wine in the Rocim range is produced from selected Alicante Bouschet grapes. It is huge and powerful, perhaps too much in its concentration, richness and density. Dark and brooding, it is super everything and certainly needs to calm down. Drink from 2019.",Grande Rocim Reserva,91,130.0,Alentejano,,,Alicante Bouschet,Herdade do Rocim
336,US,"There's a cantaloupe-like ripeness on the nose of this blend of 37% Grenache Blanc, 33% Viognier and 30% Roussanne, but not overdone, layered with seared white peach, caramelized pear, poached apple and almond aromas. The palate is more restrained and quite grippy, with flavors of green-apple skins, Bosc pear and a touch of honey.",XCV,91,38.0,California,Paso Robles Willow Creek District,Central Coast,Rhône-style White Blend,Jada Vineyard & Winery
337,US,"This lush offering opens with appealing aromas of rose petals and fresh strawberries, then glides into a smooth-as-silk midpalate. The berry/cherry fruit is nicely adorned with toasty barrel flavors, and it's as satiny as new sheets. You'll find it hard to keep from gulping this by the glassful.",,91,30.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,La Crema
338,US,"A pretty salmon-pink in color, and a lovable quaffer, this wine is dry, crisp and brightly refreshing in succulent waves of grapefruit and tangerine, remarkably light in alcohol but not shy in flavor. Enjoy it on its own or with a range of foods—its lightness begets versatility.",Rosé of,91,22.0,California,Knights Valley,Sonoma,Syrah,Lawer
339,Italy,"Aromas of slightly stewed fruit, steeped berry, spice and menthol unfold in the glass. The firm palate delivers juicy cherry, crushed raspberry, licorice, ground pepper and a mint note while bracing tannins and racy acidity provide the backbone. This needs a few more years to calm down and will continue to age well for a decade or more. Drink 2018–2026.",Bergera Pezzole,91,,Piedmont,Barolo,,Nebbiolo,Le Strette
340,Italy,"Pretty aromas of blue flower, rose, wild berry and graphite lead the way. The firm palate delivers mature black cherry, raspberry, star anise, black pepper and chopped sage alongside bright acidity and tightly knit tannins that need to unwind. Drink 2018–2026.",Coste di Rose,91,90.0,Piedmont,Barolo,,Nebbiolo,Marchesi di Barolo
341,US,"Bittersweet at first, with sizable tannins, this Cab also contains 13.8% Petit Verdot. Red and black berries give it a juicy palate atop dusty, chalky tannins and a richness of leather and clove on the finish.",Emblem Oso Vineyard,91,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Michael Mondavi Family Estate
342,Italy,"Aromas of perfumed berry, mint, baking spice and a whiff of oak emerge on this structured wine. The firm palate offers wild red cherry, crushed raspberry, mint, grilled sage and a touch of oak-driven spice alongside bracing tannins and nervous acidity. Give it time to soften and fully develop. Drink 2019–2031.",Brunate,91,115.0,Piedmont,Barolo,,Nebbiolo,Oddero
343,US,"Aromas and flavors of sandalwood and grenadine layer around this velvety, seductive wine. It offers black tea, truffle and forest floor, the body sinewy and complex. Savory in cinnamon and clove on the finish, it needs more time to open; decant or cellar through 2021.",Estate Cuvée,91,55.0,California,Russian River Valley,Sonoma,Pinot Noir,Small Vines
344,Portugal,"A classic northern Rhône valley blend of Syrah with a touch of Viognier, this massive wine is made from grapes grown on granite soil, which leaves its mark in dense minerality and great power. It is a wine for lovers of the big stuff, concentrated and needing to age. Drink from 2018.",Telhas,91,30.0,Alentejano,,,Rhône-style Red Blend,Terras de Alter
345,Portugal,"This is a rich, full-bodied wine that is ready to drink now. It still has a dry core of tannins, although they are overwhelmed by the rich, juicy black fruits and generous texture. It's a concentrated wine, high in alcohol, although that is really balanced by the fresh aftertaste.",Terra d'Alter,91,14.0,Alentejano,,,Aragonês,Terras de Alter
346,US,"Warm vanilla notes are laid across ripe nectarine, apple skin and a twist of lemon rind on this single-vineyard study by the Los Gatos-based winery. Pencil lead kicks off the palate, which then opens into poached apples and lemon oil, laid across a sizzling acidity that lasts long.",Lone Oak Vineyard,91,48.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Testarossa
347,US,"Lemony and light on entry, this tropically kissed, textured white develops body and weight over time, finding a balance and elegance that's hard to ignore. A touch of white peach wraps up the finish.",Starr Ridge Vineyard Estate,91,40.0,California,Russian River Valley,Sonoma,Chardonnay,Thomas George
348,Germany,"Often herbal and a bit green in nature, Silvaner is a much maligned grape. Yet at Thörle, it seems to blossom into something perfumed and quite fruity, redolent of peaches and fresh pears. Characteristic herb notes are fresh and nuanced, highlighted against brisk citrus and apple flavors and a silken supple mouthfeel.",Saulheimer Probstey Trocken,91,39.0,Rheinhessen,,,Silvaner,Thörle
349,Italy,"Engaging aromas of red rose, iris, wild berry, cinnamon and a balsamic note waft out of the glass while juicy cherry, white pepper, anise and chopped mint drive the spicy, polished palate. Firm but refined tannins provide structure. Drink 2017–2021.",Paesi Tuoi,91,60.0,Piedmont,Barolo,,Nebbiolo,Vite Colte
350,US,"Caramelized white peach, salted lemon, pear skin, red apple and the hint of white flowers show on the nose of this wine by these longtime but under-the-radar producers. The palate blends orange skins and grapefruit pith with buttered toast, sea salt and a dill-like herb character.",Sierra Madre Vineyard,91,50.0,California,Santa Maria Valley,Central Coast,Chardonnay,Wedell Cellars
351,US,"A limited, popular entry in Winderlea's extensive single-vineyard lineup, this suggests cherry kirsch with streaks of coffee and tobacco. The pretty fruit leads into darker notes of tar and espresso. Still young and primary, the Juliard may be among the vintage's most long-lasting wines.",Juliard Vineyard,91,48.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Winderlea
352,France,"This is a very lively wine with a creamy mousse. The wine is towards dry, bringing out great white and citrus fruit flavors with a burst of tangy acidity. It comes from the village of Chouilly in the Côte des Blancs, which gives the wine a tight mineral texture at the end.",Grand Cru Blanc de Blancs Chouilly Brut,91,54.0,Champagne,Champagne,,Chardonnay,A.R. Lenoble 
353,Portugal,"A Garrafeira wine is a special selection and this wine, which was aged for 30 months after bottling before being released, shows its quality quickly. Now reaching drinkability, its tannins have softened leaving rich full black currant and fresh acidity along with a more mature leathery character. Drink now and until 2020.",Garrafeira,91,42.0,Alentejo,,,Portuguese Red,Adega Cooperativa de Borba
354,US,"Principally Pinot Noir, the blend includes 25% Pinot Meunier and a splash of Chardonnay. It's a light and pretty salmon pink in hue, with hints of honeysuckle and moist earth in the nose. Flavors suggest tart raspberries and Bing cherries, with impressive minerality in the crisp, lingering finish.",Brut Rosé,91,50.0,Oregon,Willamette Valley,Willamette Valley,Sparkling Blend,Argyle
355,Israel,"Restrained aromas of black plum barely set the stage for flavors of dark plum, cherry-vanilla, mint eucalyptus and ground black pepper. Fruit flavors are soft, but the minty notes never overpower brightness and acidity. Tannins are just shy of opulent, and the finish is marked by a note of tart apple crispness.",,91,40.0,Golan Heights,,,Cabernet Sauvignon,Bazelet HaGolan
356,US,"Creamy on the nose, this wine shows seared pineapple, apple custard, lemon oil and faint iodine aromas. The flavors are evenly placed between lemon yogurt and salted apples, mixing a bit of tang and ripe fruit with a savory sea salt.",Rosella's Vineyard,91,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Bernardus
357,US,"Lush aromatics conjure up dreams of strawberry cream. This is quite pretty, with perfect balance among its components of fruit, acid and tannin, set comfortably in a compact frame.",,91,42.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Big Table Farm
358,Italy,"Enticing aromas of crushed rose, red berry, wild mint, menthol and a hint of oak come together. The linear, focused palate offers raw red cherry, strawberry, white pepper, licorice and chopped sage accompanied by tightly knit, close-grained tannins and bright acidity. Drink 2019–2026.",Parej,91,85.0,Piedmont,Barolo,,Nebbiolo,Icardi
359,Spain,"Ripe berry aromas blend nicely with earthy leathery scents. With a full and easy palate, this generous Crianza delivers blackberry and chocolate flavors that veer toward raisin and prune, especially on the finish, which is lightly toasted and dense in feel. Drink through 2019.",Crianza,91,32.0,Northern Spain,Ribera del Duero,,Tempranillo,Matarromera
360,US,"Cedar, cherry, black olive, wet earth, green olive and freshly plucked plum pop on the nose of this bottling. The palate shows lots of ripe black cherry down the middle, but is surrounded by a tangy green olive and an underripe-berry character, whose tartness enlivens the mouth.",Cuore della Vigne,90,41.0,California,Paso Robles,Central Coast,Red Blend,Le Vigne
361,US,"One of the few in California to use this grape, winemaker Ryan Pease makes a great case for more in this bottling, which shows broad lemon curd, soft apple flesh and Anjou pear on the nose. There is ripe stone fruit on the tangy palate, but it's bone dry and grippy with chalky texture.",Kiler Grove Vineyard,90,27.0,California,Paso Robles Willow Creek District,Central Coast,Ugni Blanc,Paix Sur Terre
362,US,"Much like its companion from the Revelation & Sorek Bloc, this offers well-endowed flavors of melon and white peach, along with a touch of citrus. There is a sense of higher acidity, along with lower listed alcohol, rather counter-intuitive as this is the reserve. Pick either one and you'll be pleased.",Winemaker's Reserve,90,29.0,Oregon,Umpqua Valley,Southern Oregon,Grüner Veltliner,Reustle
363,France,"The Pinot-ness of this wine is undeniable: its structure is of velvet, and its aromas convey freshly turned earth, autumnal oak leaf and subdued red-cherry fruit. There is a depth that evokes deep forests. Have this with furred or feathered game.",Galets Oligocène,90,33.0,Alsace,Alsace,,Pinot Noir,Domaine Bott-Geyl
364,France,"This is a blend from most parts of the village, with fruit from 14 different parcels. It is solid and firm while also having great swathes of raspberries and red plums laced together with acidity. The aftertaste is perfumed with a fresh lift. Drink from 2018",,90,70.0,Burgundy,Gevrey-Chambertin,,Pinot Noir,Domaine Faiveley
365,US,This new sister label from Elk Cove offers 100% Willamette Valley Pinot Noir at an everyday price. Fresh cranberry and raspberry fruit is framed by herb-tinged tannins. The immaculate craftsmanship and clean direct flavors are light years beyond budget Pinot Noir from most other regions. This is your perfect salmon wine.,,90,19.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Pike Road
366,Italy,"Red berry, rose and clove are some of the aromas you'll find on this bright, supple red. The smooth palate offers juicy black cherry, crushed strawberry and white pepper alongside fresh acidity. A mineral vein underscores the savory flavors and energizes the finish. It's made to be drunk young so enjoy soon. Drink through 2018.",,90,22.0,Sicily & Sardinia,Vittoria,,Frappato,Planeta
367,Germany,"Ruddy black plums and blackberries scent this lusciously ripe, rich Lemberger. It's irresistibly fruity, yet anchored by a savory edge of bramble and dried herb along with crisp cranberry acidity freshening the finish. Drink now through 2021.",Dry,90,25.0,Württemberg,,,Lemberger,Schnaitmann
368,France,"Translucent, fresh aromatics, like green pears glimpsed through clear water, characterize this wine. There's also an herbal edge of fresh, green foliage on this slender and refreshing wine. The limpid purity is very convincing.",Vieilles Vignes,90,27.0,Alsace,Alsace,,Sylvaner,Domaine Ostertag
369,France,"The slightest whiff of pepper on the nose leads to a spiced, leesy and slender palate on this unusual Alsace resident: it's Switzerland's Chasselas making an appearance. This is slender and while the nose is shy, the palate provides ample textures. Make as a local and have this with fresh white asparagus. The wine has a great acidic spine and luminous freshness.",Vieilles Vignes,90,22.0,Alsace,Alsace,,Chasselas,Domaine Schoffit
370,France,"The nose is like pear juice spilled onto warm earth, while the palate is more citrus-focused. A seam of almost tropical acidity links lemon to notes of pineapple, lifted by joyful freshness.",Zind,90,30.0,Alsace,Alsace,,Alsace white blend,Domaine Zind-Humbrecht
371,US,"Fresh cut pear fruit flavors carry this wine. It's crisp and clean, with fresh fruit balanced against natural acidity. Drink it now while the freshness is paramount.",,90,15.0,Oregon,Oregon,Oregon Other,Pinot Gris,Firesteed
372,US,"Planted with eight grapes, including the three Pinot “sisters”—Blanc, Gris and Noir—this site is located just below Archery Summit in the heart of the Dundee Hills. The pale, pretty rosé hue introduces this most elegant and restrained of the winery's vineyard selections. It's a velvety, finesse wine, with delicate flavors of rhubarb, cinnamon, cardamom and cocoa.",Sisters Estate,90,45.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Eyrie Vineyards
373,France,"With some firm structure, this wine also has great fruitiness. It offers plenty of raspberry fruits, good acidity and a solid texture of tannins. The acidity keeps the wine perfumed and fresh. Drink the wine from 2019.",Domaine du Pavillon Clos des Ursulines,90,80.0,Burgundy,Pommard,,Pinot Noir,Albert Bichot
374,Italy,"Enticing scents of spring flower, beeswax and orchard fruit come together in the glass. The elegant, linear palate shows juicy lemon, nectarine, hazelnut and a saline note framed in firm acidity. It closes crisp and clean.",Adenzia,90,,Sicily & Sardinia,Sicilia,,White Blend,Baglio del Cristo di Campobello
375,Italy,"Made with 60% Moscato di Alessandria and 40% Albanello, this earthy, intriguing white offers penetrating aromas of pressed wild flower, vineyard dust, orchard fruit and dried aromatic herb. The pervasive floral scent follows through to the mineral-driven palate along with dried peach, candied nectarine zest and chopped sage. Quality has improved immensely since the producer transferred to her spacious new cellars.",SP68 Bianco,90,,Sicily & Sardinia,Terre Siciliane,,White Blend,Occhipinti
376,US,"Not such a rarity these days, Albariño is turning heads in California and Oregon. This tart, juicy, and deliciously fresh effort is loaded with tangy citrus and green apple fruit. It's leesy and textural, tasting of wet stones: in sum, a wonderfully refreshing summer white.",,90,18.0,Oregon,Oregon,Oregon Other,Albariño,J. Scott Cellars
377,Italy,"Lightly scented, this opens with aromas of yellow stone fruit, citrus and a whiff of aromatic herb. The bright, medium-bodied palate offers creamy peach, mature green apple and a hint of nectarine while a mineral note fills in the juicy finish.",,90,19.0,Southern Italy,Greco di Tufo,,Greco,Villa Raiano
378,Germany,"Apple, pear and stone-fruit flavors are vibrant and fresh from nose to finish of this delicately sweet Kabinett. It offers uncomplicated refreshment, but is anchored with taut acidity and honed, steely minerality. The finish is long and persistent.",Bernkasteler Badstube Kabinett,90,31.0,Mosel,,,Riesling,Dr. H. Thanisch (Erben Thanisch)
379,US,"A slightly herbal, minty character gives personality to this full-bodied, generous and richly textured wine. It is attractively dry, nicely tannic, layered with black cherry, wild berry and rosemary notes. Great to drink now through 2020 with rich meats or mushrooms.",,90,15.0,California,California,California Other,Cabernet Sauvignon,Hahn
